,avgtempo,base_name,chord_changes,chorus_count,compid,filename_solo,filename_solo_backing,filename_solo_solo,filename_sv,genre,instrument,key,melid,performer,recording_year,rhythmfeel,signature,solopart,style,tempoclass,title,titleaddon,tonalitytype,trackid,tuning_frequency,intensity_solo_5_to_95_percentile_range,intensity_backing_5_to_95_percentile_range
274,133.6,LeeMorgan_BlueTrain_Solo,"A1: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A2: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A3: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A4: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A5: ||Eb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |Eb7   |C-7   |F-7   |Bb7   |Eb7   |Bb7   ||
A6: ||A6   |A6   ||",1,88,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeMorgan_BlueTrain_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_BlueTrain_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_BlueTrain_Solo_Solo.wav,LeeMorgan_BlueTrain_FINAL.sv,ORIGINAL,tp,Eb-maj,274,Lee Morgan,1957,SWING,4/4,1,HARDBOP,MEDIUM,Blue Train,,BLUES,92,440.392,9.60362519689,12.5476860979
275,318.7,LeeMorgan_JustOneOfThoseThings_Solo,"A1: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bbm7b5   |Bb-6   |F/A   |D-7   |G-7   |C7   |Fj7   |F#o7   |G-7   |Em7b5 A79# ||
A2: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bm7b5   |Bb-6   |F/A   |D-7   |G-7   |C7   |Fj7   |F#o7   |F-7   |Bb7   ||
B1: ||Ebj7   |Eo7   |F-7   |Bb7   |Ebj7   |Ebj7   |D-7   |G7   |Cj7   |A-7   |F#m7b5 Fj7 |F-7   |E-7   |F#o7   |G-7   |Em7b5 A79# ||
A3: ||D-7   |D-7   |E-7   |A7   |F7   |F7   |Bm7b5   |Bb-6   |A-7   |D7   |G-7   |C7   |Fj7   |Fj7   |Fj7   |Fj7   ||",2,215,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeMorgan_JustOneOfThoseThings_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_JustOneOfThoseThings_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_JustOneOfThoseThings_Solo_Solo.wav,LeeMorgan_JustOneOfThoseThings_FINAL.sv,GREAT AMERICAN SONGBOOK,tp,D-min,275,Lee Morgan,1957,SWING,4/4,1,HARDBOP,UP,Just One of Those Things,,FUNCTIONAL,234,443.227,10.2581599576,11.1489898111
276,156.3,LeeMorgan_TheSidewinder_Solo,A1: ||Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Eb7   |Ab7   |Ab7   |Ab7   |Ab7   |Eb7   |Eb7   |Eb7   |Eb7   |Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Eb7   |Eb7   ||,3,163,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeMorgan_TheSidewinder_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_TheSidewinder_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_TheSidewinder_Solo_Solo.wav,LeeMorgan_TheSidewinder_FINAL.sv,ORIGINAL,tp,Eb-maj,276,Lee Morgan,1963,LATIN,4/4,1,HARDBOP,MEDIUM UP,The Sidewinder,,BLUES,177,441.154,11.2488292413,12.0441493124
277,138.4,LeeMorgan_TotemPole_Solo,"A1: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||
A2: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |Bb+79   ||
A3: ||Eb-79   |Eb-79   |F7   |F7   |E7   |E7   |Eb-79   |Eb-79 Bb7 ||",2,164,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LeeMorgan_TotemPole_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_TotemPole_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LeeMorgan_TotemPole_Solo_Solo.wav,LeeMorgan_TotemPole_FINAL.sv,ORIGINAL,ts,Eb-min,277,Lee Morgan,1963,SWING,4/4,1,POSTBOP,MEDIUM,Totem Pole,,FUNCTIONAL,178,439.136,12.3143330312,13.7816946595
278,176.0,LesterYoung_AfterTheatreJump_Solo,"A1: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||
A2: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb7 Ab7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |Ab7   ||
A3: ||Db Bb7 |Eb-7 Ab7 |F-7 Bb-7 |Eb-7 Ab7 |Ab-7 Db7 |Gb7 B7 |F-7 Bb-7 |Eb-7 Ab7 ||",2,39,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_AfterTheatreJump_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_AfterTheatreJump_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_AfterTheatreJump_Solo_Solo.wav,LesterYoung_AfterTheatreJump_FINAL.sv,ORIGINAL,ts,Db-maj,278,Lester Young,1944,SWING,4/4,1,SWING,MEDIUM UP,After Theatre Jump,,FUNCTIONAL,39,448.327,12.9820825122,14.6898927983
279,79.2,LesterYoung_BodyAndSoul_Solo,"A1: ||Eb- D7 |Fb-7 D7 |Dbj7 Eb-7 |F-7 Eo |Eb-7   |C-7 B7 |Bb-7 Eb-7Ab7|Dbj7 F-7Bb7||
A2: ||Eb- D7E7|Eb-7 D7Eb|Dbj7 Eb-7 |F-7 Eo |Eb-7 D7 |C-7 B7 |Bb-7 Eb-7Ab7|Db E-7A7||
B1: ||Dj7 E-7 |B-7 G-7 |F#-7 E-7 |Dj7   |D-7 G7 |Cj7 Ebo |D-7 G7 |C7B7Bb7 ||
A3: ||Eb- D7 |Eb-7 Ab7 |Dbj7 Gb7 |F-7 Eo |Eo   |Ab7 Ao |Bb-7 Eb-7 |Db F-7Bb7||",1,75,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_BodyAndSoul_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_BodyAndSoul_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_BodyAndSoul_Solo_Solo.wav,LesterYoung_BodyAndSoul_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Db-maj,279,Lester Young,1942,SWING,4/4,1,SWING,SLOW,Body and Soul,,FUNCTIONAL,235,448.204,15.6233708203,17.5251370173
280,151.1,LesterYoung_D.B.Blues_Solo,"A1: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||
A2: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |Bb7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb7   |Bb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |G7   |C-7   |F7   |Bb7   ||
I1: ",1,216,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_D.B.Blues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_D.B.Blues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_D.B.Blues_Solo_Solo.wav,LesterYoung_D.B.Blues_FINAL.sv,ORIGINAL,ts,Bb-maj,280,Lester Young,1945,SWING,4/4,1,SWING,MEDIUM UP,D.B. Blues,,BLUES,236,440.28,16.0932925442,19.881488326
281,246.0,LesterYoung_DestinationK.C._Solo,"A1: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
A2: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Ab7   |G7   ||
A3: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||",2,40,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_DestinationK.C._Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_DestinationK.C._Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_DestinationK.C._Solo_Solo.wav,LesterYoung_DestinationK.C._FINAL.sv,ORIGINAL,ts,C-maj,281,Lester Young,1944,SWING,4/4,1,SWING,UP,Destination K.C.,,FUNCTIONAL,115,447.288,12.1949138645,11.2394818237
282,229.3,LesterYoung_Dickie'sDream_Solo,"A1: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
A2: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |D- G7 ||
A3: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
I1: ||C-   ||",1,41,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_Dickie'sDream_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_Dickie'sDream_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_Dickie'sDream_Solo_Solo.wav,LesterYoung_Dickie'sDream_FINAL.sv,ORIGINAL,ts,C-min,282,Lester Young,1939,SWING,4/4,1,SWING,UP,Dickie's Dream,,FUNCTIONAL,41,436.349,12.6502224602,11.3387710711
283,251.4,LesterYoung_LesterLeapsIn_Solo,"A1: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||
A2: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   |Bb   ||",2,217,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_LesterLeapsIn_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_LesterLeapsIn_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_LesterLeapsIn_Solo_Solo.wav,LesterYoung_LesterLeapsIn_FINAL.sv,ORIGINAL,ts,Bb-maj,283,Lester Young,1939,SWING,4/4,1,SWING,UP,Lester Leaps In,,FUNCTIONAL,237,442.749,14.279885236,15.5325440489
284,220.1,LesterYoung_SixCatsAndAPrince_Solo,"A1: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||
A2: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |Bbj7   ||
B1: ||Bb7   |Bb7   |Eb7   |Eb7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7   |Bbj7   |Bo   |Bo   |C-7   |F7   |Bbj7   |F7   ||",2,111,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LesterYoung_SixCatsAndAPrince_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_SixCatsAndAPrince_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LesterYoung_SixCatsAndAPrince_Solo_Solo.wav,LesterYoung_SixCatsAndAPrince_FINAL.sv,ORIGINAL,ts,Bb-maj,284,Lester Young,1944,SWING,4/4,1,SWING,UP,Six Cats and a Prince,,FUNCTIONAL,118,447.716,11.24770759,10.8710879363
285,241.0,LionelHampton_Avalon_Solo,"A1: ||Ab7   |Ab7   |Ab7   |Ab7   |Eb6   |Eb6   |Eb6   |Eb6   |Ab7   |Ab7   |Ab7   |Ab7   |Eb6   |Eb6   |Eb6   |Eb6   ||
B1: ||C7   |C7   |C7   |C7   |F-7   |F-7   |Ab-7   |Db7   |Eb6   |Eb6   |C7   |C7   |F-7   |B7   |Eb6   |Eb6   ||
I1: ||Ab7   ||",1,11,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LionelHampton_Avalon_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Avalon_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Avalon_Solo_Solo.wav,LionelHampton_Avalon_FINAL.sv,GREAT AMERICAN SONGBOOK,vib,Eb-maj,285,Lionel Hampton,1937,SWING,4/4,1,SWING,UP,Avalon,,FUNCTIONAL,11,437.549,16.9920951099,12.1353538174
286,199.5,LionelHampton_Dinah_Solo,"A1: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||
A2: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||
B1: ||F-   |Ab+   |Ab   |F-6   |F-7 Ab+ |F-7 Bb7 |Bb-7   |Eb7   ||
A3: ||Ab   |Ab   |Ab   |F-7   |Bb-7   |Eb7   |Ab Eb7 |Ab   ||",2,218,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LionelHampton_Dinah_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Dinah_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Dinah_Solo_Solo.wav,LionelHampton_Dinah_FINAL.sv,GREAT AMERICAN SONGBOOK,vib,Ab-maj,286,Lionel Hampton,1939,SWING,4/4,1,SWING,UP,Dinah,,FUNCTIONAL,238,430.509,13.6462169455,10.3566216015
287,245.1,LionelHampton_HighSociety_Solo,"A1: ||Eb   |Eb   |Eb   |Eb   |Eb   |Eb Ab |Eb   |Eb   |Bb7   |Bb7 D7 |Eb   |Eb   |F7   |F7   |Bb7   |Bb7   ||
B1: ||Eb   |Eb   |Eb   |Bb7   |Eb   |Eb Ab |Eb   |Eb7   |Ab   |Ao   |Eb   |C7   |F7   |Bb7   |Eb   |Eb   ||",1,219,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LionelHampton_HighSociety_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_HighSociety_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_HighSociety_Solo_Solo.wav,LionelHampton_HighSociety_FINAL.sv,GREAT AMERICAN SONGBOOK,vib,Eb-maj,287,Lionel Hampton,1939,SWING,4/4,1,SWING,UP,High Society,,FUNCTIONAL,239,432.33,,
288,81.8,LionelHampton_MemoriesOfYou_Solo,"A1: ||Eb Eo7 |F-7 D7/F# |Eb6 C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 F-7Bb79||
A2: ||Eb6 Eo7 |F-7 D7/F# |Eb6/G C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 G7 ||
B1: ||C-7   |F-7   |C-7   |F79   |C-7   |F79   |G-7 Gb-7 |F-7 Bb7 ||
A3: ||Eb6 Eo7 |F-7 D7/F# |Eb6/G C-7 |F7   |Eb6 C-7 |G-7 C79 |F7 Bb79 |Eb6 F-7Bb7||",1,220,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LionelHampton_MemoriesOfYou_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_MemoriesOfYou_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_MemoriesOfYou_Solo_Solo.wav,LionelHampton_MemoriesOfYou_FINAL.sv,GREAT AMERICAN SONGBOOK,vib,Eb-maj,288,Lionel Hampton,1939,SWING,4/4,1,SWING,MEDIUM SLOW,Memories of You,,FUNCTIONAL,240,435.974,15.7410647905,13.814377638
289,281.1,LionelHampton_Runnin'Wild_Solo,"A1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |Bb   |Bb   |F7   |C-6 D7 |G-   |Bb-6   |F   |C7   |F7   |F7   ||
B1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |D7   |D7 G7 |C7   |F7   |Bb   |Bb   |F7   |F7   |Bb   |Bb   ||",1,14,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LionelHampton_Runnin'Wild_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Runnin'Wild_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Runnin'Wild_Solo_Solo.wav,LionelHampton_Runnin'Wild_FINAL.sv,GREAT AMERICAN SONGBOOK,vib,Bb-maj,289,Lionel Hampton,1937,SWING,4/4,1,SWING,UP,Runnin' Wild,,FUNCTIONAL,14,440.139,19.0930034027,16.0583528966
290,99.5,LionelHampton_Whispering_Solo,"A1: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |Eb   |Bb7   ||
A2: ||Eb   |D7   |Eb   |C+7 C7 |F7   |Bb7   |F-7 Bb7 |Eb   ||
I1: ||Eb   ||",1,16,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LionelHampton_Whispering_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Whispering_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LionelHampton_Whispering_Solo_Solo.wav,LionelHampton_Whispering_FINAL.sv,GREAT AMERICAN SONGBOOK,vib,Eb-maj,290,Lionel Hampton,1936,SWING,4/4,1,SWING,MEDIUM SLOW,Whispering,,FUNCTIONAL,16,440.292,19.8317189093,10.4130570796
291,107.2,LouisArmstrong_BasinStreetBlues_Solo,A1: ||Bb   |D7   |G7   |G7   |C7   |F7   |Bb Bbo |C-7 F7 ||,3,221,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_BasinStreetBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_BasinStreetBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_BasinStreetBlues_Solo_Solo.wav,LouisArmstrong_BasinStreetBlues_FINAL.sv,GREAT AMERICAN SONGBOOK,tp,Bb-maj,291,Louis Armstrong,1928,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM SLOW,Basin Street Blues,,BLUES,241,433.3,,
292,196.7,LouisArmstrong_BigButterAndEggMan_Solo,"A1: ||G   |G   |A7   |A7   |D7   |D7   |G   |G  D7||
A2: ||G   |Go   |A-   |D7   |D7   |D7   |G   |G   ||
B1: ||G7   |G7   |C   |C   |E7   |E7   |A7   |D7   ||
C1: ||G   |G   |A7   |A7   |A-7   |D7   |G   |G   ||
I1: ||G   |G   ||",1,222,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_BigButterAndEggMan_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_BigButterAndEggMan_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_BigButterAndEggMan_Solo_Solo.wav,LouisArmstrong_BigButterAndEggMan_FINAL.sv,ORIGINAL,cor,G-maj,292,Louis Armstrong,1926,TWOBEAT,4/4,1,TRADITIONAL,UP,Big Butter and Egg Man,,FUNCTIONAL,242,442.575,10.6508817588,11.6589570391
293,192.2,LouisArmstrong_CornetChopSuey_Solo,A1: ||F   |F   |F   |C7   |F   |Bb Bb- |F   |G7C7F |F   |F   |F   |C7   |F   |Bb Bb- |F   |G7C7F ||,1,223,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_CornetChopSuey_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_CornetChopSuey_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_CornetChopSuey_Solo_Solo.wav,LouisArmstrong_CornetChopSuey_FINAL.sv,ORIGINAL,cor,F-maj,293,Louis Armstrong,1926,TWOBEAT,4/4,1,TRADITIONAL,UP,Cornet Chop Suey,,FUNCTIONAL,243,440.298,8.74635512182,19.5283391928
294,142.8,LouisArmstrong_GotNoBlues_Solo,A1: ||F   |C   |F   |C   |F   |F   |C   |Bb   |F   |C   |F   |C   |F   |C   |F   |F   ||,2,186,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_GotNoBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_GotNoBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_GotNoBlues_Solo_Solo.wav,LouisArmstrong_GotNoBlues_FINAL.sv,ORIGINAL,cor,F-maj,294,Louis Armstrong,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM UP,Got No Blues,,FUNCTIONAL,204,439.988,12.6835483451,15.6250805104
295,146.0,LouisArmstrong_GutBucketBlues_Solo,A1: ||C7   |F7   |C7   |C7   |F7   |F7   |C7   |C7   |G7   |F7   |C7   |G7   ||,1,205,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_GutBucketBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_GutBucketBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_GutBucketBlues_Solo_Solo.wav,LouisArmstrong_GutBucketBlues_FINAL.sv,ORIGINAL,cor,C-maj,295,Louis Armstrong,1925,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM UP,Gut Bucket Blues,,BLUES,223,442.375,6.01678477967,8.06280939253
296,183.7,LouisArmstrong_MuskratRamble_Solo,"A1: ||Bb7   |Eb7   |Ab   |Ab Abo |Eb7   |Eb7   |Ab   |Ab   |Bb7   |Eb7   |Ab   |Ab G7Gb7|F7   |Bb-   |Bb7 Eb7 |Ab   ||
I1: ||Bb7   ||",1,189,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_MuskratRamble_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_MuskratRamble_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_MuskratRamble_Solo_Solo.wav,LouisArmstrong_MuskratRamble_FINAL.sv,ORIGINAL,cor,Ab-maj,296,Louis Armstrong,1926,TWOBEAT,4/4,1,TRADITIONAL,UP,Muskrat Ramble,,FUNCTIONAL,207,437.887,9.13477415629,11.7021747207
297,197.7,LouisArmstrong_OnceInAWhile_Solo,"A1: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |D7   |G7   |G7   ||
A2: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |G7   |C   |C   |C   |C   |C   ||",1,191,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_OnceInAWhile_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_OnceInAWhile_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_OnceInAWhile_Solo_Solo.wav,LouisArmstrong_OnceInAWhile_FINAL.sv,GREAT AMERICAN SONGBOOK,cor,F-maj,297,Louis Armstrong,1927,TWOBEAT,4/4,1,TRADITIONAL,UP,Once in a While,,FUNCTIONAL,209,439.947,11.9166195588,18.7629584787
298,129.3,LouisArmstrong_SavoyBlues_Solo,A1: ||G   |C C#o |G/D   |G7   |C   |C   |G   |G   |D7   |D7   |G C7 |G D7 ||,2,206,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/LouisArmstrong_SavoyBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_SavoyBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/LouisArmstrong_SavoyBlues_Solo_Solo.wav,LouisArmstrong_SavoyBlues_FINAL.sv,ORIGINAL,cor,G-maj,298,Louis Armstrong,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM,Savoy Blues,,BLUES,224,448.656,11.0448245278,15.0656746688
299,299.9,MichaelBrecker_CabinFever_Solo,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |G7   |C-7   |F7   |Bb7   |F7   ||,16,224,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/MichaelBrecker_CabinFever_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/MichaelBrecker_CabinFever_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/MichaelBrecker_CabinFever_Solo_Solo.wav,MichaelBrecker_CabinFever_FINAL.sv,ORIGINAL,ts,Bb-maj,299,Michael Brecker,1996,SWING,4/4,1,POSTBOP,UP,Cabin Fever,,BLUES,244,438.058,9.44020079622,11.269679314
300,208.9,MichaelBrecker_Confirmation_Solo,"A1: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G7   |C7   ||
A2: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G-7 C7 |Fj7   ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |Eb-7   |Ab7   |Dbj7   |G-7 C7 ||
A3: ||Fj7   |Em7b5 A7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Am7b5 D7 |G-7 C7 |Fj7   ||",7,225,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/MichaelBrecker_Confirmation_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/MichaelBrecker_Confirmation_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/MichaelBrecker_Confirmation_Solo_Solo.wav,MichaelBrecker_Confirmation_FINAL.sv,ORIGINAL,ts,F-maj,300,Michael Brecker,1981,SWING,4/4,1,POSTBOP,UP,Confirmation,,FUNCTIONAL,245,444.373,9.679554001,22.7667984358
