id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
SidneyBechet_LimehouseBlues_FINAL.sv;4.0;3.04;4.63;0.06;0.0;0.01;0.0;0.0;0.01;0.0;0.0;0.13;0.24;0.06;0.32;0.01;0.15;0.73;4.0;0.0;4.0;4.25;1.15;0.01;0.04;0.8;0.44;0.89;0.0;0.12;0.01;0.03;0.32;0.04;0.06;1.0;5.14;1.17;3.08;1.0;1.6;3.95;0.03;0.03;0.1;0.01;0.0;0.46;0.05;0.2;0.1;0.67;0.85;0.95;0.14;6.44;7.35;Sidney Bechet;Limehouse Blues;Limehouse Blues-1;TRADITIONAL;TWOBEAT;ss;273.6;FUNCTIONAL;1941;4.54;4.0;0.03;3.93;-9;22;13;3.5;2.97;2.18;0.02;0.02;0.04;0.75;0.11;0.04;0.12;0.82;0.0;0.44;0.54;0.09;2.55;5.93;1.0;6.76;0.0;17.18;1.13;1.13;3.33;1.11;2.5;1.0;0.72;9.87;0.98;0.225108225108;0.179093732355;0.241304347826;0.116883116883;1.97;0.44;0.55;0.01;0.68;4.11;3.26;3.0;0.8;0.7;0.74;6.33;3.0;20;68.0;4.54;0.7;3.83;3.0;4.0;0.37;0.37
SidneyBechet_ReallyTheBlues_FINAL.sv;3.0;3.17;3.1;0.07;0.07;0.02;0.05;0.03;0.07;0.0;0.0;0.12;0.18;0.14;0.15;0.0;0.08;0.86;3.33;3.4;5.61;5.72;3.13;0.08;0.01;0.09;0.44;0.49;0.01;0.79;0.0;0.1;0.7;0.05;0.37;1.0;1.6;5.03;3.02;1.0;1.0;4.75;0.05;0.04;0.32;0.03;0.02;0.15;0.3;0.08;0.02;0.73;0.89;0.89;0.14;10.62;3.13;Sidney Bechet;Really the Blues;Really the Blues-1;TRADITIONAL;TWOBEAT;ss;70.6;BLUES;1938;5.92;3.37;0.18;3.41;-9;21;12;2.54;3.44;2.47;0.0;0.09;0.05;0.16;0.07;0.06;0.5;0.32;0.02;0.73;0.56;0.71;2.31;1.64;1.0;1.85;1.0;1.95;1.0;1.33;2.58;4.39;1.0;1.0;0.93;11.94;0.98;0.38188976378;0.119502972208;0.207509881423;0.0314960629921;2.29;0.47;0.5;0.03;0.74;4.0;4.92;0.0;0.93;0.88;0.73;6.38;3.86;22;72.0;5.0;0.43;3.38;3.72;5.79;0.59;0.59
SidneyBechet_Summertime_FINAL.sv;3.5;3.0;3.35;0.06;0.02;0.03;0.02;0.03;0.12;0.0;0.01;0.21;0.14;0.07;0.16;0.07;0.05;0.86;4.43;4.0;4.35;5.96;3.79;0.12;0.05;0.33;0.76;0.26;0.02;0.44;0.01;0.16;0.84;0.17;0.44;1.0;1.7;2.21;1.7;1.0;1.26;4.72;0.01;0.08;0.38;0.05;0.01;0.08;0.23;0.12;0.03;0.73;0.9;0.87;0.17;5.86;2.05;Sidney Bechet;Summertime;Summertime-1;TRADITIONAL;TWOBEAT;ss;84.2;FUNCTIONAL;1938;6.18;4.27;0.09;3.14;-9;22;13;2.43;3.49;3.63;0.01;0.15;0.12;0.41;0.12;0.2;0.43;0.18;0.03;0.87;0.8;0.34;2.1;1.92;1.26;1.62;1.0;1.54;1.14;1.43;1.66;2.02;1.15;1.0;0.86;31.98;0.91;0.40206185567;0.191747249527;0.295865633075;0.0876288659794;2.41;0.55;0.4;0.05;0.78;4.0;3.97;4.0;1.36;0.89;0.85;5.82;3.87;24;70.0;4.82;0.47;3.58;4.14;5.57;0.72;0.72
SonnyRollins_Airegin_FINAL.sv;3.41;3.29;3.48;0.06;0.05;0.04;0.03;0.04;0.11;0.0;0.01;0.14;0.15;0.07;0.15;0.04;0.1;0.9;3.25;3.38;3.62;6.42;1.65;0.0;0.02;0.84;0.43;0.8;0.0;0.07;0.0;0.06;0.42;0.02;0.17;1.0;7.61;1.11;4.12;0.0;1.46;4.67;0.03;0.04;0.26;0.03;0.01;0.13;0.36;0.12;0.04;0.72;0.95;0.89;0.21;5.19;5.24;Sonny Rollins;Airegin;Airegin-1;HARDBOP;SWING;ts;242.6;FUNCTIONAL;1954;6.21;3.36;0.11;3.21;-13;25;13;2.47;3.47;2.64;0.03;0.04;0.05;0.7;0.17;0.05;0.35;0.57;0.0;0.6;0.59;0.05;1.4;4.51;1.0;1.71;1.0;2.23;1.0;1.04;2.59;1.12;1.54;1.0;0.69;21.35;0.96;0.186594202899;0.147837265578;0.212341197822;0.0833333333333;2.28;0.44;0.53;0.03;0.73;4.23;4.77;0.0;0.84;0.96;0.89;7.66;4.07;23;62.0;4.66;0.37;3.92;4.48;5.37;0.35;0.35
SonnyRollins_BlueSeven-1_FINAL.sv;3.54;3.31;3.96;0.15;0.03;0.02;0.05;0.03;0.08;0.0;0.0;0.09;0.11;0.12;0.11;0.09;0.14;0.9;3.2;3.33;3.78;6.25;2.39;0.02;0.02;0.34;0.7;0.63;0.0;0.56;0.0;0.07;0.64;0.05;0.3;1.0;2.28;3.88;2.65;0.0;1.24;5.08;0.04;0.06;0.26;0.04;0.02;0.18;0.22;0.14;0.04;0.79;0.96;0.85;0.22;5.74;3.22;Sonny Rollins;Blue Seven;Blue Seven-1;HARDBOP;SWING;ts;134.6;BLUES;1956;6.54;3.27;0.07;3.7;-14;27;14;2.93;3.76;3.33;0.05;0.04;0.03;0.47;0.09;0.07;0.35;0.5;0.04;0.72;0.74;0.37;2.05;2.22;1.08;2.15;1.0;3.14;1.11;1.19;1.88;2.15;1.2;1.0;0.89;46.26;0.96;0.368271954674;0.161116968195;0.248579545455;0.0736543909348;2.32;0.48;0.48;0.04;0.75;4.56;4.3;4.0;1.01;0.96;0.95;6.33;4.47;32;61.0;6.13;0.42;4.71;4.0;4.76;0.44;0.44
SonnyRollins_BlueSeven-2_FINAL.sv;3.8;3.33;4.0;0.2;0.07;0.03;0.04;0.05;0.06;0.0;0.0;0.07;0.07;0.04;0.19;0.02;0.16;0.85;0.0;3.5;3.5;5.64;1.86;0.0;0.0;0.47;0.71;0.61;0.0;0.51;0.0;0.02;0.97;0.0;0.39;0.0;2.86;3.14;2.87;0.0;1.0;4.92;0.02;0.06;0.19;0.04;0.04;0.17;0.22;0.21;0.06;0.81;0.94;0.86;0.27;6.13;3.52;Sonny Rollins;Blue Seven;Blue Seven-2;HARDBOP;SWING;ts;137.6;BLUES;1956;5.96;3.5;0.04;4.39;-12;34;22;3.31;3.78;3.51;0.01;0.1;0.1;0.44;0.14;0.11;0.34;0.44;0.01;0.77;0.8;0.31;1.32;1.74;1.0;1.49;1.0;1.97;1.0;1.36;1.52;1.64;1.36;1.0;0.83;35.94;0.88;0.355555555556;0.176934770591;0.272388059701;0.0814814814815;2.34;0.48;0.49;0.04;0.75;3.52;3.89;3.0;0.98;0.93;0.87;4.31;4.19;30;65.0;5.83;0.44;3.33;3.5;4.29;0.43;0.43
SonnyRollins_BlueSeven-3_FINAL.sv;4.0;3.5;4.07;0.12;0.04;0.02;0.07;0.02;0.08;0.0;0.0;0.07;0.08;0.15;0.12;0.06;0.16;0.88;3.0;3.0;3.22;6.03;2.49;0.0;0.0;0.42;0.68;0.56;0.01;0.49;0.01;0.08;0.64;0.06;0.37;0.0;2.03;2.38;2.07;1.0;1.27;5.06;0.07;0.06;0.21;0.03;0.04;0.18;0.21;0.16;0.03;0.82;0.9;0.9;0.23;6.95;3.86;Sonny Rollins;Blue Seven;Blue Seven-3;HARDBOP;SWING;ts;133.3;BLUES;1956;6.12;3.0;0.06;4.85;-14;31;17;3.58;3.79;3.09;0.01;0.06;0.06;0.54;0.09;0.07;0.46;0.41;0.0;0.78;0.69;0.3;2.08;2.29;1.0;1.79;0.0;1.8;1.1;1.44;1.77;1.51;1.33;1.0;0.89;17.44;0.97;0.426966292135;0.138291119152;0.231638418079;0.0449438202247;2.3;0.47;0.49;0.03;0.74;3.83;3.92;3.0;0.97;0.94;0.88;5.54;4.28;26;64.0;6.03;0.43;3.8;3.5;4.33;0.5;0.5
SonnyRollins_I'llRememberApril_FINAL.sv;3.9;3.21;3.85;0.11;0.04;0.04;0.02;0.04;0.07;0.0;0.02;0.14;0.12;0.07;0.16;0.04;0.13;0.9;4.0;3.6;3.69;6.28;1.54;0.01;0.02;0.77;0.48;0.83;0.0;0.07;0.01;0.13;0.4;0.02;0.14;1.0;5.84;1.3;3.29;1.0;1.46;4.62;0.03;0.07;0.23;0.0;0.01;0.14;0.32;0.15;0.05;0.73;1.0;0.88;0.19;4.86;5.95;Sonny Rollins;I'll Remember April;I'll Remember April-1;HARDBOP;SWING;ts;294.0;FUNCTIONAL;1956;6.21;3.64;0.13;3.69;-13;31;18;2.87;3.61;2.76;0.03;0.03;0.04;0.65;0.24;0.04;0.25;0.68;0.0;0.61;0.61;0.03;1.47;3.4;1.0;2.32;0.0;3.57;1.0;1.0;2.19;1.25;1.48;1.0;0.74;9.02;0.98;0.260303687636;0.192814533623;0.275;0.110629067245;2.05;0.45;0.54;0.0;0.65;3.85;4.56;0.0;0.83;0.97;0.93;7.72;4.4;28;62.0;5.69;0.47;3.42;4.83;5.15;0.42;0.42
SonnyRollins_Playin'InTheYard-1_FINAL.sv;0.0;3.0;3.75;0.09;0.03;0.0;0.09;0.01;0.15;0.0;0.0;0.22;0.03;0.02;0.16;0.02;0.18;0.8;3.0;3.0;3.22;5.31;2.75;0.0;0.03;0.67;0.68;0.32;0.0;0.18;0.0;0.13;0.7;0.12;0.56;1.0;3.4;1.38;2.15;0.0;1.13;4.9;0.03;0.1;0.23;0.04;0.0;0.17;0.23;0.16;0.04;0.78;0.98;0.83;0.22;5.47;3.54;Sonny Rollins;Playin' in the Yard;Playin' in the Yard-1;FUSION;FUNK;ts;155.2;FUNCTIONAL;1972;5.68;3.0;0.02;3.94;-12;31;19;3.02;3.38;3.23;0.0;0.06;0.1;0.55;0.25;0.22;0.58;0.15;0.0;0.79;0.82;0.1;2.73;2.49;1.0;1.84;0.0;1.22;1.0;1.43;1.73;1.13;1.48;0.0;0.76;27.53;0.95;0.34962406015;0.201617250674;0.260377358491;0.142857142857;2.36;0.46;0.51;0.04;0.75;3.55;3.91;0.0;0.9;0.77;0.87;5.0;3.68;26;60.0;5.98;0.52;3.14;3.33;3.88;0.59;0.59
SonnyRollins_Playin'InTheYard-2_FINAL.sv;0.0;3.0;3.0;0.15;0.02;0.0;0.06;0.02;0.11;0.0;0.0;0.23;0.06;0.08;0.15;0.0;0.12;0.8;3.0;3.0;3.17;5.43;2.6;0.02;0.04;0.66;0.69;0.26;0.0;0.15;0.0;0.15;0.67;0.09;0.63;1.0;3.63;1.5;2.28;0.0;1.25;4.75;0.01;0.06;0.29;0.04;0.01;0.13;0.28;0.12;0.05;0.75;0.96;0.82;0.23;4.53;3.01;Sonny Rollins;Playin' in the Yard;Playin' in the Yard-2;FUSION;FUNK;ts;159.4;FUNCTIONAL;1972;5.37;3.0;0.04;3.16;-12;21;12;2.67;3.16;3.22;0.02;0.07;0.09;0.55;0.26;0.18;0.64;0.09;0.01;0.66;0.73;0.07;3.18;2.9;1.0;2.04;1.0;1.25;1.0;1.38;1.79;1.1;1.39;1.0;0.68;32.19;0.86;0.231707317073;0.189809965584;0.257668711656;0.121951219512;2.36;0.47;0.49;0.04;0.75;4.53;3.87;0.0;0.96;0.82;0.93;4.42;3.76;26;62.0;5.4;0.42;3.14;3.13;3.67;0.52;0.52
SonnyRollins_St.Thomas-1_FINAL.sv;3.89;3.14;3.73;0.07;0.03;0.04;0.01;0.05;0.11;0.0;0.01;0.16;0.13;0.06;0.17;0.04;0.12;0.88;3.14;3.5;3.56;6.42;2.25;0.0;0.01;0.83;0.44;0.43;0.0;0.07;0.0;0.1;0.71;0.02;0.55;1.0;7.48;1.61;4.14;0.0;1.23;5.1;0.03;0.11;0.18;0.03;0.02;0.11;0.29;0.13;0.11;0.81;0.9;0.93;0.21;5.44;4.7;Sonny Rollins;St. Thomas;St. Thomas-1;HARDBOP;LATIN;ts;207.0;FUNCTIONAL;1956;6.72;3.33;0.08;4.1;-13;30;17;3.27;3.89;2.59;0.02;0.04;0.06;0.7;0.17;0.08;0.6;0.29;0.0;0.62;0.58;0.05;2.38;4.12;1.0;1.82;1.0;1.56;1.0;1.03;2.57;1.69;1.5;1.0;0.77;22.63;0.95;0.310344827586;0.202608718682;0.269585253456;0.135632183908;2.26;0.45;0.52;0.03;0.72;3.95;4.39;5.0;0.86;0.92;0.86;7.41;4.32;32;60.0;6.33;0.49;3.5;4.09;4.68;0.32;0.32
SonnyRollins_St.Thomas-2_FINAL.sv;3.55;3.14;3.75;0.08;0.04;0.04;0.04;0.03;0.1;0.0;0.0;0.16;0.11;0.08;0.13;0.05;0.15;0.9;3.0;3.25;3.23;6.41;2.3;0.01;0.02;0.83;0.4;0.61;0.0;0.08;0.01;0.07;0.58;0.03;0.36;1.0;7.41;1.56;4.11;1.0;1.19;4.66;0.02;0.05;0.28;0.0;0.02;0.12;0.33;0.13;0.05;0.71;0.93;0.92;0.17;5.67;5.31;Sonny Rollins;St. Thomas;St. Thomas-2;HARDBOP;LATIN;ts;224.1;FUNCTIONAL;1956;6.19;3.13;0.05;3.4;-13;25;13;2.7;3.51;2.08;0.03;0.04;0.02;0.8;0.1;0.02;0.48;0.46;0.0;0.57;0.47;0.04;1.79;6.47;1.0;1.68;1.0;1.72;1.14;1.0;3.44;1.33;1.27;1.0;0.73;15.83;0.98;0.210382513661;0.131417022232;0.197260273973;0.0655737704918;2.02;0.48;0.52;0.0;0.65;3.92;4.24;2.0;0.93;0.94;0.96;8.46;4.15;28;64.0;5.2;0.42;3.75;4.07;5.43;0.37;0.37
SonnyRollins_TenorMadness_FINAL.sv;3.55;3.38;3.84;0.1;0.04;0.03;0.03;0.05;0.05;0.0;0.0;0.16;0.15;0.1;0.16;0.02;0.1;0.88;3.0;3.29;3.21;6.39;2.36;0.0;0.01;0.72;0.58;0.44;0.0;0.17;0.0;0.1;0.6;0.03;0.53;1.0;4.77;1.57;2.98;0.0;1.47;5.35;0.03;0.06;0.19;0.09;0.0;0.2;0.24;0.12;0.06;0.8;0.96;0.87;0.24;5.3;3.88;Sonny Rollins;Tenor Madness;Tenor Madness-1;HARDBOP;SWING;ts;175.6;BLUES;1956;6.91;3.25;0.04;3.59;-13;28;15;2.8;3.74;3.03;0.02;0.05;0.06;0.61;0.22;0.09;0.61;0.24;0.01;0.65;0.68;0.09;3.21;3.43;1.0;2.26;1.0;1.98;1.12;1.22;2.28;1.3;1.85;1.0;0.83;41.11;0.97;0.396449704142;0.209851603246;0.2895256917;0.130177514793;2.65;0.41;0.5;0.09;0.84;4.02;4.19;3.5;0.81;0.93;0.98;6.08;4.28;30;62.0;5.76;0.42;3.13;4.05;3.75;0.41;0.41
SonnyRollins_TheEverywhereCalypso-1_FINAL.sv;3.19;3.08;3.48;0.09;0.01;0.01;0.01;0.02;0.08;0.0;0.0;0.18;0.2;0.07;0.24;0.02;0.07;0.79;3.0;0.0;3.0;5.76;2.45;0.01;0.02;0.8;0.44;0.55;0.0;0.08;0.0;0.09;0.62;0.04;0.4;1.0;5.87;1.74;3.41;1.0;1.12;5.34;0.02;0.08;0.15;0.1;0.01;0.18;0.2;0.19;0.08;0.82;0.87;0.81;0.15;5.7;4.57;Sonny Rollins;The Everywhere Calypso;The Everywhere Calypso-1;POSTBOP;LATIN;ts;192.6;FUNCTIONAL;1972;6.41;3.0;0.01;3.51;-13;29;16;2.89;3.63;2.52;0.01;0.03;0.05;0.7;0.2;0.05;0.76;0.15;0.0;0.55;0.56;0.04;4.74;4.1;1.05;2.91;0.0;1.5;1.03;1.1;2.56;1.33;1.52;1.0;0.67;30.31;0.93;0.176372712146;0.186111342207;0.205833333333;0.166389351082;2.65;0.43;0.47;0.1;0.86;4.2;3.85;4.0;0.93;0.84;0.84;7.14;4.02;26;60.0;6.22;0.45;3.54;3.69;4.26;0.35;0.35
SonnyRollins_TheEverywhereCalypso-2_FINAL.sv;3.11;3.37;3.51;0.1;0.01;0.02;0.01;0.03;0.08;0.0;0.0;0.19;0.2;0.07;0.19;0.01;0.09;0.82;4.0;3.0;3.53;6.03;2.27;0.01;0.01;0.79;0.44;0.61;0.0;0.13;0.0;0.06;0.49;0.02;0.36;1.0;5.69;1.64;3.38;1.0;1.07;5.45;0.04;0.08;0.2;0.05;0.02;0.17;0.24;0.14;0.08;0.82;0.95;0.81;0.17;6.2;5.09;Sonny Rollins;The Everywhere Calypso;The Everywhere Calypso-2;POSTBOP;LATIN;ts;197.2;FUNCTIONAL;1972;7.0;3.69;0.04;3.89;-12;28;16;3.12;3.84;2.44;0.0;0.02;0.04;0.72;0.17;0.05;0.68;0.25;0.0;0.53;0.54;0.07;3.8;4.31;1.06;2.58;1.0;1.72;1.08;1.19;2.72;1.5;1.49;1.0;0.71;21.4;0.98;0.201264488936;0.169763975404;0.212025316456;0.127502634352;2.43;0.45;0.5;0.05;0.77;3.95;4.23;3.14;0.89;0.87;0.87;7.84;4.05;29;64.0;5.67;0.45;3.77;4.25;4.45;0.36;0.36
SonnyRollins_VierdBlues_FINAL.sv;3.5;3.54;3.5;0.13;0.04;0.04;0.04;0.03;0.08;0.0;0.0;0.12;0.07;0.08;0.17;0.06;0.13;0.9;3.0;3.83;3.48;6.33;2.58;0.03;0.02;0.26;0.55;0.64;0.01;0.67;0.01;0.04;0.57;0.05;0.28;1.0;1.47;3.74;2.35;1.0;1.06;5.19;0.03;0.06;0.27;0.01;0.03;0.19;0.21;0.13;0.07;0.78;0.97;0.78;0.19;6.09;2.9;Sonny Rollins;Vierd Blues;Vierd Blues-1;HARDBOP;SWING;ts;114.4;BLUES;1956;6.73;3.38;0.07;3.98;-13;28;15;3.17;3.75;3.27;0.04;0.05;0.05;0.41;0.05;0.06;0.44;0.41;0.04;0.74;0.73;0.44;1.52;1.48;1.0;1.52;1.06;1.76;1.0;1.29;1.56;1.93;1.21;1.06;0.88;47.58;0.93;0.409722222222;0.126968398213;0.200696055684;0.0532407407407;2.1;0.5;0.5;0.01;0.66;3.74;4.1;0.0;1.0;0.95;0.95;5.57;4.16;27;59.0;5.14;0.48;3.41;3.95;4.23;0.56;0.56
SonnyStitt_BlueMode_FINAL.sv;3.56;3.57;4.19;0.12;0.04;0.04;0.03;0.06;0.06;0.0;0.0;0.16;0.12;0.11;0.14;0.03;0.09;0.88;4.29;3.5;4.14;6.14;2.77;0.02;0.0;0.15;0.4;0.42;0.0;0.82;0.0;0.03;0.72;0.08;0.48;1.0;1.29;6.28;3.6;0.0;1.0;4.53;0.01;0.05;0.36;0.0;0.02;0.12;0.26;0.13;0.04;0.69;0.87;0.92;0.16;14.82;3.75;Sonny Stitt;Blue Mode;Blue Mode-1;BEBOP;SWING;ts;60.7;BLUES;1949;6.08;4.11;0.08;3.23;-14;25;13;2.59;3.38;2.06;0.0;0.04;0.02;0.19;0.03;0.11;0.49;0.36;0.01;0.71;0.52;0.76;2.09;1.32;1.0;1.81;1.0;2.12;1.0;1.09;2.79;4.75;1.0;0.0;0.96;18.54;0.91;0.492917847025;0.0951583826938;0.181818181818;0.00849858356941;1.97;0.55;0.45;0.0;0.63;4.64;4.18;0.0;1.21;0.94;0.91;8.29;4.05;25;63.0;4.89;0.42;4.11;3.67;5.29;0.53;0.53
SonnyStitt_BluesInBe=Bop_FINAL.sv;3.33;3.5;4.0;0.13;0.06;0.02;0.06;0.06;0.06;0.0;0.01;0.11;0.16;0.12;0.13;0.03;0.06;0.9;5.0;4.0;3.89;5.96;2.44;0.0;0.01;0.69;0.62;0.5;0.0;0.17;0.0;0.13;0.79;0.06;0.45;1.0;4.63;1.62;2.89;0.0;1.55;4.38;0.02;0.04;0.27;0.0;0.02;0.1;0.37;0.1;0.07;0.69;0.86;0.88;0.16;5.65;4.38;Sonny Stitt;Blues in Be-Bop;Blues in Be-Bop-1;BEBOP;SWING;as;185.8;BLUES;1946;5.67;4.14;0.17;3.21;-9;19;9;2.56;3.32;2.66;0.02;0.06;0.05;0.67;0.15;0.04;0.54;0.37;0.0;0.71;0.64;0.11;2.19;5.6;1.0;1.77;0.0;1.59;1.0;1.25;2.74;2.0;1.27;1.0;0.75;25.06;0.91;0.251968503937;0.193975753031;0.269841269841;0.11811023622;1.97;0.46;0.54;0.0;0.63;4.13;5.0;0.0;0.85;0.95;0.93;7.25;4.41;26;66.0;6.24;0.4;4.38;4.33;6.69;0.44;0.44
SonnyStitt_BodyAndSoul_FINAL.sv;3.73;3.25;3.78;0.09;0.02;0.04;0.01;0.05;0.08;0.0;0.03;0.12;0.14;0.08;0.17;0.07;0.1;0.92;3.0;4.0;3.76;6.47;2.54;0.02;0.0;0.08;0.34;0.61;0.0;0.87;0.0;0.05;0.57;0.06;0.31;0.0;1.2;8.18;4.51;1.0;1.0;5.12;0.04;0.07;0.24;0.02;0.02;0.16;0.26;0.16;0.05;0.78;0.89;0.89;0.17;13.46;3.8;Sonny Stitt;Body And Soul;Body And Soul-1;BEBOP;BALLAD;as;67.7;FUNCTIONAL;1948;6.72;3.73;0.06;3.95;-18;37;19;3.06;3.77;1.96;0.0;0.05;0.03;0.12;0.04;0.06;0.39;0.49;0.02;0.68;0.5;0.8;2.01;1.3;1.05;2.09;1.0;2.89;1.0;1.08;3.18;5.51;1.05;0.0;0.97;22.09;0.92;0.460554371002;0.0860019955169;0.169871794872;0.00213219616205;2.19;0.48;0.5;0.02;0.7;4.27;4.11;3.0;0.96;0.98;0.94;7.93;4.34;24;66.0;5.34;0.4;3.57;3.61;4.38;0.5;0.5
SonnyStitt_Elora_FINAL.sv;3.5;3.5;3.5;0.13;0.04;0.03;0.01;0.05;0.07;0.0;0.02;0.14;0.17;0.08;0.14;0.04;0.11;0.89;3.0;3.5;3.79;6.16;2.1;0.0;0.01;0.67;0.6;0.65;0.0;0.26;0.0;0.06;0.66;0.02;0.33;1.0;4.11;1.81;2.72;0.0;1.18;4.58;0.02;0.04;0.3;0.01;0.02;0.14;0.32;0.1;0.06;0.71;0.88;0.82;0.14;7.25;5.84;Sonny Stitt;Elora;Elora-1;BEBOP;SWING;ts;192.7;FUNCTIONAL;1949;5.92;3.43;0.08;3.28;-14;25;14;2.62;3.44;2.56;0.0;0.01;0.04;0.7;0.1;0.04;0.48;0.46;0.0;0.65;0.57;0.16;2.14;4.03;1.0;1.97;0.0;2.02;1.0;1.11;2.59;1.71;1.28;1.0;0.78;17.79;0.92;0.20796460177;0.144326450344;0.235555555556;0.0530973451327;2.09;0.48;0.52;0.01;0.67;4.17;4.37;0.0;0.92;0.91;0.95;9.43;3.91;23;63.0;4.83;0.38;3.94;4.17;5.69;0.43;0.43
SonnyStitt_GoodKick_FINAL.sv;3.88;3.5;3.56;0.12;0.06;0.05;0.03;0.03;0.1;0.0;0.02;0.15;0.11;0.1;0.13;0.04;0.07;0.92;3.0;4.13;3.94;6.16;2.16;0.0;0.0;0.58;0.62;0.66;0.0;0.37;0.0;0.05;0.7;0.04;0.3;1.0;2.52;1.72;2.04;0.0;1.2;4.28;0.02;0.03;0.22;0.0;0.01;0.12;0.39;0.18;0.02;0.66;0.88;0.9;0.16;7.62;5.5;Sonny Stitt;Good Kick;Good Kick-1;BEBOP;SWING;as;173.4;FUNCTIONAL;1946;5.75;3.82;0.13;2.94;-9;20;11;2.43;3.26;2.85;0.01;0.03;0.04;0.62;0.07;0.02;0.38;0.56;0.0;0.56;0.63;0.25;1.73;2.92;1.0;2.05;1.0;2.67;1.0;1.0;2.03;1.55;1.13;1.0;0.84;11.37;0.91;0.263829787234;0.144158028732;0.254273504274;0.0340425531915;2.0;0.44;0.55;0.0;0.65;4.27;4.83;2.0;0.81;0.95;0.91;8.33;4.25;26;69.0;5.6;0.37;3.0;4.76;5.73;0.51;0.51
SonnyStitt_Teapot_FINAL.sv;3.53;3.3;3.57;0.11;0.02;0.05;0.03;0.03;0.11;0.0;0.0;0.09;0.1;0.12;0.18;0.03;0.13;0.87;3.5;4.0;3.78;6.18;1.16;0.0;0.01;0.24;0.5;0.89;0.0;0.73;0.0;0.02;0.29;0.02;0.09;1.0;1.27;3.79;2.42;0.0;1.0;4.55;0.01;0.04;0.27;0.0;0.03;0.14;0.29;0.18;0.03;0.71;0.9;0.84;0.15;11.0;7.08;Sonny Stitt;Teapot;Teapot-1;BEBOP;SWING;ts;167.9;FUNCTIONAL;1949;6.04;3.8;0.16;3.26;-10;29;19;2.61;3.39;2.57;0.0;0.03;0.05;0.38;0.02;0.03;0.12;0.82;0.0;0.45;0.65;0.56;1.17;1.36;1.0;3.55;0.0;6.81;1.0;1.0;1.67;2.18;1.0;0.0;0.9;19.29;0.91;0.338108882521;0.104848005797;0.183908045977;0.025787965616;2.0;0.49;0.5;0.0;0.65;4.44;4.6;2.0;0.98;0.94;0.9;7.74;4.18;25;63.0;5.34;0.38;4.19;4.07;4.83;0.48;0.48
